player,pos,year,bodyfat%,hand_len_in,hand_width_in,height_wo_shoes,height_w_shoes,standing_reach,weight_lbs,wingspan,lane_agility_s,shuttle_run_s,three_q_sprint_s,standing_vert_in,max_vert_in,max_bench_reps
Larry Nance,PF,2015-16,6.40%,9,9.75,6' 7.5'',6' 8.5'',9' 0'',226.6,7' 1.5'',10.93,3.01,3.25,29,37.5,10
Kelly Oubre,SF-SG,2015-16,5.70%,9,8.75,6' 5.75'',6' 6.75'',8' 6.5'',202.8,7' 2.25'',11.09,3.12,3.32,34.5,37,7
Cameron Payne,PG,2015-16,6.30%,8.5,8.25,6' 0.75'',6' 1.5'',8' 1.5'',182.8,6' 7.25'',10.9,2.93,3.28,29.8,35.5,-
Terran Petteway,SG,2015-16,4.90%,8.25,8.25,6' 4.75'',6' 6'',8' 8.5'',209.2,6' 11.25'',10.91,3.1,3.32,25,31,15
Bobby Portis,PF,2015-16,8.90%,9.5,9.25,6' 9.5'',6' 10.5'',9' 0.5'',246.2,7' 2'',11.78,3.28,3.56,25,31.5,5
Norman Powell,SG,2015-16,6.40%,9.25,9,6' 3'',6' 4.25'',8' 6.5'',215.4,6' 10.75'',10.69,3.2,3.2,32.5,40.5,5
Michael Qualls,SG-SF,2015-16,4.00%,9,10.25,6' 4'',6' 5'',8' 8.5'',201.4,7' 0.25'',11.88,-,3.18,34,39.5,9
Chasson Randle,PG,2015-16,4.50%,8.5,9.5,6' 0.25'',6' 1.5'',8' 0.5'',178.8,6' 7'',10.63,2.81,3.2,33.5,39.5,6
Terry Rozier,PG-SG,2015-16,5.60%,8.25,8.5,6' 0.5'',6' 2.25'',8' 2.5'',190.2,6' 8.25'',10.84,2.84,3.15,33,38,7
D?Angelo Russell,PG-SG,2015-16,8.30%,8.75,9.75,6' 3.25'',6' 5'',8' 6'',193.4,6' 9.75'',-,-,-,-,-,-
Keifer Sykes,PG,2015-16,5.00%,8.5,9.5,5' 10.5'',5' 11.75'',7' 9'',167.2,6' 2'',10.47,3.15,3.13,34,43,8
Marcus Thornton,PG-SG,2015-16,5.30%,8.25,8.5,6' 1.75'',6' 2.75'',8' 1.5'',177.4,6' 7.75'',10.78,2.88,3.02,34.5,43,3
J.P. Tokoto,SF-SG,2015-16,4.10%,8,8.75,6' 5.25'',6' 6.25'',8' 4.5'',195.8,6' 10'',10.97,3.2,3.27,34.5,40,12
Myles Turner,C-PF,2015-16,9.30%,9.25,9.25,6' 9.75'',6' 11.5'',9' 4'',238.6,7' 4'',-,-,-,-,-,-
Robert Upshaw,C,2015-16,12.50%,10,11,6' 10.75'',7' 0'',9' 5'',258.2,7' 5.5'',-,-,-,-,-,-
Rashad Vaughn,SG,2015-16,6.20%,8,8.5,6' 3.75'',6' 5'',8' 5'',198.6,6' 7'',11.4,3.1,3.21,28,34,5
Chris Walker,PF,2015-16,5.10%,9,9,6' 8.75'',6' 9.25'',9' 0'',208,7' 2.75'',11.25,3.41,3.35,30.5,37,6
Dez Wells,SG,2015-16,8.10%,8.75,9.75,6' 3'',6' 4'',8' 4.5'',208.8,6' 9.5'',10.56,3.05,3.2,31.5,39,15
Alan Williams,PF,2015-16,12.00%,8.5,9.5,6' 7.25'',6' 8.25'',8' 10.5'',261.4,7' 1.75'',12.26,3.54,3.5,25.5,28.5,8
Justise Winslow,SF,2015-16,5.30%,8.5,9.25,6' 4.5'',6' 6.5'',8' 8.5'',221.8,6' 10.25'',-,-,-,-,-,-
Christian Wood,PF,2015-16,14.70%,9.25,10.75,6' 9.25'',6' 10.5'',9' 3.5'',216,7' 3.25'',-,-,-,-,-,-
Delon Wright,PG,2015-16,6.60%,8,8.5,6' 4.25'',6' 5.5'',8' 5.5'',181.4,6' 7.5'',11.16,3.5,3.29,29.5,31,4
Ron Baker,SG,2016-17,7.85%,8.75,9.5,6' 3.25'',6' 4.25'',8' 1.5'',212.4,6' 9.75'',10.77,2.96,3.45,30,35.5,-
Wade Baldwin IV,PG,2016-17,5.20%,9,9.75,6' 2.5'',6' 4'',8' 4'',201.8,6' 11.25'',10.45,3.01,3.19,32.5,38,-
Cat Barber,PG,2016-17,4.50%,8,8.5,6' 1.5'',6' 2.75'',7' 11.5'',173,6' 5.5'',-,-,-,-,-,-
Malik Beasley,SG,2016-17,6.90%,8.5,9,6' 3.5'',6' 4.5'',8' 4.5'',189.8,6' 7'',-,-,-,-,-,-
DeAndre Bembry,SG-SF,2016-17,7.00%,8,9.25,6' 4.25'',6' 5.75'',8' 5'',206.6,6' 9.25'',10.9,2.87,3.17,32,38,-
Ben Bentil,PF,2016-17,9.70%,9.5,10,6' 7.25'',6' 8.25'',8' 9'',229.2,7' 1.5'',11.16,3.1,3.3,29,33,-
Jaron Blossomgame,SF,2016-17,5.25%,8.5,10,6' 6.25'',6' 7.25'',8' 6'',213.6,6' 10'',11.53,3.26,3.2,35,41,-
Joel Bolomboy,PF,2016-17,5.15%,9,10.25,6' 7.5'',6' 9'',8' 7.5'',224.4,7' 1.75'',10.26,2.86,3.17,37.5,40.5,-
Malcolm Brogdon,SG,2016-17,5.40%,9,10.25,6' 3.75'',6' 5.5'',8' 2'',223,6' 10.5'',10.77,2.64,3.31,30.5,35.5,-
Jaylen Brown,SG-SF,2016-17,5.05%,8.75,9,6' 5.25'',6' 6.75'',8' 6.5'',222.8,6' 11.75'',-,-,-,-,-,-
Marquese Chriss,PF,2016-17,8.50%,9,9,6' 8.75'',6' 10'',8' 9'',233,7' 0.25'',11.93,3.05,3.26,32.5,38.5,-
Elgin Cook,SF,2016-17,6.35%,8.5,10.25,6' 5'',6' 6.25'',8' 4.5'',209.8,6' 10'',-,-,-,-,-,-
Isaiah Cousins,PG,2016-17,4.80%,8.25,8.75,6' 3.25'',6' 4.5'',8' 2.5'',194,6' 6.25'',10.79,2.97,3.24,30.5,37,-
Deyonta Davis,PF,2016-17,9.70%,9,9.25,6' 9.25'',6' 10.5'',9' 0.5'',237.2,7' 2.5'',-,-,-,-,-,-
Cheick Diallo,PF,2016-17,5.60%,8.5,9.75,6' 7.5'',6' 9'',8' 11.5'',218.6,7' 4.5'',11.24,3.3,3.26,31,35,-
Kris Dunn,PG,2016-17,-%,-,-,6' 3'',6' 4.25'',8' 4'',-,6' 9.5'',-,-,-,-,-,-
Henry Ellenson,PF,2016-17,11.20%,8.5,9.75,6' 10'',6' 11.5'',9' 0'',242,7' 2.25'',-,-,-,-,-,-
Perry Ellis,PF,2016-17,4.60%,8,8.5,6' 7'',6' 8.25'',8' 6'',217.8,6' 10.25'',10.73,3.03,3.13,32,38,-
Kay Felder,PG,2016-17,5.80%,8.25,8.5,5' 8.25'',5' 9.5'',7' 4.5'',177.2,6' 2.5'',11.52,2.9,3.15,35.5,44,-
Dorian Finney-Smith,SF,2016-17,6.45%,9,9.75,6' 6.5'',6' 7.75'',8' 9.5'',212.6,6' 11.75'',11.01,3.04,3.27,32.5,35.5,-
Michael Gbinije,SG,2016-17,5.40%,8,9,6' 5.5'',6' 6.75'',8' 5'',204.6,6' 7.5'',11,3.19,3.12,33.5,37.5,-
Daniel Hamilton,SG-SF,2016-17,5.95%,9,8.5,6' 6.25'',6' 8'',8' 7.5'',197,6' 9'',11.48,3.2,3.4,26,29,-
Josh Hart,SG,2016-17,5.75%,8.5,9.25,6' 4'',6' 5.5'',8' 3.5'',203.6,6' 8.5'',11.15,3.15,3.2,29.5,38.5,-
Nigel Hayes,SF-PF,2016-17,10.90%,8.5,9.5,6' 6.25'',6' 7.25'',8' 11.5'',245,7' 3'',12.11,2.9,3.2,25.5,28.5,-
Buddy Hield,SG,2016-17,6.10%,8.5,9,6' 3.75'',6' 5'',8' 5'',212.4,6' 9.25'',-,-,-,-,-,-
Justin Jackson,SF,2016-17,7.60%,8.75,8.75,6' 7'',6' 8.25'',8' 7.5'',193.4,6' 10.75'',11.32,2.96,3.26,29.5,34.5,-
Demetrius Jackson,PG,2016-17,6.50%,8.25,9,6' 0'',6' 1.25'',7' 9'',193.8,6' 5.5'',10.81,2.87,3.25,37.5,43.5,-
Brice Johnson,PF,2016-17,7.50%,9,8.25,6' 9'',6' 10.5'',8' 10.5'',208.6,7' 0.5'',11.88,2.94,3.2,33.5,38,-
Damian Jones,C,2016-17,6.55%,8.75,10.5,6' 10.25'',6' 11.5'',8' 11'',243.6,7' 3.75'',11.35,3.12,3.2,36,37,-
Skal Labissiere,PF-C,2016-17,5.70%,8.75,9,6' 10.5'',6' 11.75'',8' 9.5'',215.8,7' 2.5'',-,-,-,-,-,-
Jake Layman,SF,2016-17,7.10%,8.25,9.25,6' 8'',6' 9.25'',8' 6'',208.6,6' 9.25'',11.35,2.82,3.24,33,39.5,-
Caris LeVert,SG,2016-17,7.55%,8.5,9.25,6' 5.75'',6' 7'',8' 5'',191,6' 10'',-,-,-,-,-,-
Marcus Lee,PF-C,2016-17,5.35%,9,9,6' 9'',6' 10.25'',8' 11.5'',211,7' 3'',11.68,3.19,3.25,28.5,35.5,-
Thon Maker,PF,2016-17,6.05%,8.75,9.5,6' 11.75'',7' 0.75'',9' 2.5'',216,7' 3'',11.15,3.09,3.33,32,36.5,-
Patrick McCaw,PG-SG,2016-17,4.70%,8.75,8.75,6' 5.25'',6' 6.75'',8' 4.5'',180.8,6' 10'',11.01,2.97,3.3,30,38,-
Malik Newman,SG,2016-17,5.60%,8.25,9.25,6' 2.25'',6' 3.5'',8' 1.5'',182.2,6' 5.75'',10.88,3.11,3.28,30,35.5,-
Georges Niang,PF,2016-17,10.05%,9.25,9.25,6' 6.75'',6' 8.5'',8' 7'',230.8,6' 10'',11.64,3.17,3.49,25,31,-
Chinanu Onuaku,C,2016-17,8.55%,9,8,6' 9'',6' 10'',9' 0.5'',245.2,7' 2.75'',11.65,3,3.5,27.5,33.5,-
Marcus Paige,PG,2016-17,4.30%,7.75,8.75,6' 0.5'',6' 1.75'',8' 1'',163.8,6' 6.25'',10.82,2.69,3.15,33.5,39.5,-
Gary Payton II,PG,2016-17,3.95%,8.75,9.5,6' 2'',6' 3'',8' 3.5'',183.8,6' 8'',11.57,3.17,3.23,31.5,38.5,-
Jakob Poeltl,C,2016-17,5.80%,9.25,10.25,7' 0.25'',7' 1'',9' 3.5'',239,7' 2.75'',-,-,-,-,-,-
Taurean Prince,SF,2016-17,6.45%,9,8.5,6' 6.5'',6' 7.75'',8' 6'',220.2,6' 11.5'',10.96,2.8,3.24,34,36,-
Zhou Qi,PF-C,2016-17,4.85%,9.25,9.5,7' 1.25'',7' 2.25'',9' 4.5'',218.2,7' 7.75'',11.27,2.9,3.46,31.5,32,-
Malachi Richardson,SG-SF,2016-17,7.00%,8.75,10,6' 4.75'',6' 6.25'',8' 5.5'',199.6,7' 0'',10.56,3.25,3.33,33,38,-
Wayne Selden,SG,2016-17,7.30%,9,9.25,6' 4.25'',6' 5.75'',8' 5'',232.4,6' 10.5'',-,-,-,-,-,-
Pascal Siakam,PF,2016-17,5.20%,9.25,10,6' 8.25'',6' 9.5'',8' 11.5'',226.6,7' 3.25'',11.25,3.09,3.41,30.5,36.5,-
Diamond Stone,C,2016-17,12.85%,8.5,7.75,6' 9'',6' 10.25'',9' 0.5'',254.4,7' 2.75'',12.02,3.22,3.5,27,29.5,-
Caleb Swanigan,PF,2016-17,12.55%,9,10.25,6' 7.5'',6' 8.5'',8' 11'',246.6,7' 3.5'',12.8,-,-,26,29,-
Melo Trimble,PG,2016-17,8.35%,8,8.75,6' 1.25'',6' 2.5'',7' 8.5'',191.8,6' 2'',10.57,2.77,3.2,26.5,35.5,-
Tyler Ulis,PG,2016-17,5.20%,7.5,7.5,5' 8.75'',5' 10'',7' 4.5'',149.2,6' 2'',10.8,2.88,3.2,32.5,38,-
Jarrod Uthoff,PF,2016-17,6.00%,8.75,9,6' 8.5'',6' 9.75'',8' 8'',214.4,6' 11.5'',11.52,3.03,3.5,29,34.5,-
Denzel Valentine,SG-SF,2016-17,9.20%,8.5,9.75,6' 4'',6' 5.75'',8' 6'',210.4,6' 10.75'',10.51,3.22,3.46,27,32,-
Isaiah Whitehead,PG-SG,2016-17,9.25%,8.5,8.75,6' 3.25'',6' 4.5'',8' 4'',210,6' 8.75'',11.65,3.21,3.34,27.5,35.5,-
Troy Williams,SF,2016-17,10.00%,8.25,9.25,6' 5.75'',6' 6.75'',8' 6'',217.8,6' 8.25'',10.72,3.08,3.35,30,36,-
Kyle Wiltjer,PF,2016-17,15.25%,8.25,9.5,6' 8.75'',6' 10'',8' 6.5'',242.8,7' 0.25'',11.35,3.04,3.48,28.5,35.5,-
Stephen Zimmerman,C,2016-17,11.15%,9,9,6' 10.25'',6' 11.75'',9' 0.5'',234,7' 3.25'',12.08,3.16,3.43,26,31,-
Edrice Adebayo,PF-C,2017-18,5.20%,9.5,8.75,6' 8.75'',6' 9.75'',9' 0'',242.6,7' 2.75'',11.94,3.24,3.24,33.5,38.5,12
Rawle Alkins,SG-SF,2017-18,11.00%,8.75,10,6' 2.5'',6' 3.75'',8' 3'',222.6,6' 8.75'',11.99,3.18,3.3,31.5,40.5,7
Jarrett Allen,C,2017-18,7.40%,9.5,10.5,6' 9'',6' 10.25'',9' 1.5'',233.6,7' 5.25'',11.82,3,3.21,31.5,35.5,4
Kadeem Allen,PG,2017-18,6.40%,8.5,8.75,6' 1'',6' 2.25'',8' 3.5'',192.4,6' 9.25'',11.24,2.98,3.15,33,35.5,7
Ike Anigbogu,C,2017-18,5.40%,9.5,10,6' 8.5'',6' 9.75'',9' 2.5'',252.2,7' 6.25'',12.52,3.48,3.44,29.5,32.5,11
OG Anunoby,SF,2017-18,6.80%,9.25,9.5,6' 6.25'',6' 7.75'',8' 11.5'',232.4,7' 2.25'',-,-,-,-,-,-
Jamel Artis,SG-SF,2017-18,11.90%,9.25,9.75,6' 5.5'',6' 6.75'',8' 9'',213.2,6' 10'',11.62,3.08,3.44,23.5,31,5
Dwayne Bacon,SG-SF,2017-18,7.90%,8.75,10,6' 4.75'',6' 6.25'',8' 7.5'',221.6,6' 10'',11.7,3.22,3.22,30,36.5,8
V.J. Beachem,SG-SF,2017-18,6.80%,8.5,9,6' 6.25'',6' 8'',8' 8.5'',193.4,6' 10.25'',11.18,3.19,3.26,30,37,11
Jordan Bell,PF,2017-18,5.40%,9.25,9.5,6' 7'',6' 8.5'',8' 8.5'',223.6,6' 11.75'',10.63,2.83,3.21,31.5,38,16
Jaron Blossomgame,SF,2017-18,5.70%,8.75,10.25,6' 5.75'',6' 6.75'',8' 8.5'',218.6,6' 10'',11.47,3.35,3.17,31,35.5,16
Chris Boucher,PF,2017-18,5.40%,9.25,10.5,6' 8'',6' 9.5'',9' 2.5'',182.2,7' 4'',-,-,-,-,-,-
Tony Bradley,C,2017-18,12.00%,9.5,9.5,6' 9.25'',6' 10.75'',9' 4.5'',248.8,7' 5'',11.79,2.99,3.44,24.5,27.5,5
Isaiah Briscoe,PG,2017-18,11.00%,9,9.25,6' 1.25'',6' 2.75'',8' 3.5'',222.4,6' 9'',10.95,2.85,3.38,28,33.5,11
Dillon Brooks,SG-SF,2017-18,7.50%,8.25,9.25,6' 5'',6' 6'',8' 4.5'',220.2,6' 6'',11.14,3.24,3.21,31,37.5,16
Thomas Bryant,PF-C,2017-18,9.40%,9.5,10.25,6' 9.5'',6' 10.75'',9' 4.5'',247.8,7' 6'',11.42,3.12,3.37,25.5,33,7
Zach Collins,PF-C,2017-18,8.90%,8.75,9.25,6' 10.25'',7' 0'',9' 3'',232.2,7' 1'',-,-,-,-,-,-
John Collins,PF,2017-18,5.40%,9,10,6' 8.25'',6' 9.5'',8' 10.5'',225.2,6' 11.25'',11.66,3.27,3.27,33,37.5,15
Hamidou Diallo,SG-SF,2017-18,5.20%,8.5,9.5,6' 3.75'',6' 5'',8' 5.5'',197.4,6' 11.25'',10.88,2.79,3.11,34.5,44.5,-
Tyler Dorsey,SG,2017-18,4.70%,8.5,9.25,6' 3'',6' 4.5'',8' 3.5'',182.6,6' 5.25'',10.55,2.98,3.16,30.5,36,8
Damyean Dotson,SG-SF,2017-18,5.30%,8.5,9.25,6' 4.5'',6' 5.5'',8' 4'',205.2,6' 9'',11.18,3.03,3.13,31.5,38,13
PJ Dozier,SG,2017-18,6.10%,8.5,9.5,6' 5.25'',6' 6.75'',8' 5'',200.6,6' 11'',10.84,2.98,3.15,34,39,9
Jawun Evans,PG,2017-18,9.10%,8,7.75,5' 10.75'',5' 11.5'',7' 11'',185.2,6' 5.5'',11.34,3.26,3.21,27.5,33.5,1
Terrance Ferguson,SG-SF,2017-18,5.80%,8.5,10,6' 5.5'',6' 7'',8' 7'',184.4,6' 8.75'',11.16,3.22,3.32,28.5,38,-
De?Aaron Fox,PG,2017-18,4.50%,8.5,8.5,6' 2'',6' 3.25'',8' 4'',169.6,6' 6.5'',-,-,-,-,-,-
Markelle Fultz,PG,2017-18,-%,-,-,,,,-,,-,-,-,-,-,-
Harry Giles,PF,2017-18,5.20%,9.5,10.75,6' 9.25'',6' 10.5'',9' 1.5'',232,7' 3.25'',11.08,3,3.34,27,32.5,5
Josh Hart,SG-SF,2017-18,5.80%,8.5,9.5,6' 3.75'',6' 5'',8' 5'',209.2,6' 8.25'',11.15,3.02,3.18,27.5,35.5,9
Nigel Hayes,PF,2017-18,11.50%,8.75,10,6' 6.25'',6' 7.5'',8' 8.5'',254.2,7' 3.25'',11.81,2.94,3.27,29,33.5,16
Isaiah Hicks,PF,2017-18,7.70%,8.75,9.75,6' 7.25'',6' 8.5'',8' 9'',233.4,7' 0.5'',12.31,3.31,3.36,31.5,37,11
Wesley Iwundu,SG-SF,2017-18,4.00%,8.75,9.5,6' 5.5'',6' 6.75'',8' 9.5'',193.4,7' 1'',11.25,3.23,3.36,31.5,36,5
Frank Jackson,PG,2017-18,6.70%,8.25,9,6' 2'',6' 3.5'',8' 2'',201.6,6' 7.5'',10.94,2.7,3.14,34.5,42,9
Justin Jackson (UMD),SF,2017-18,7.10%,9,9.5,6' 5.75'',6' 7'',8' 11'',219.4,7' 3.25'',11.78,3.08,3.43,26.5,31.5,-
Justin Jackson (UNC),SF,2017-18,8.10%,8.75,9.25,6' 7'',6' 8.25'',8' 8.5'',200.8,6' 11'',10.8,3.06,3.3,29.5,35.5,-
Peter Jok,SG-SF,2017-18,11.00%,8.25,9.5,6' 4.25'',6' 5.75'',8' 6'',202.4,6' 8'',11.34,2.93,3.41,26.5,31,-
Luke Kennard,SG-SF,2017-18,6.60%,8,8.75,6' 4.5'',6' 5.5'',8' 2.5'',196.2,6' 5.25'',-,-,-,-,-,-
Kyle Kuzma,SF-SG,2017-18,9.40%,8.5,9.5,6' 8'',6' 9.5'',8' 11.5'',222.6,7' 0.25'',10.72,2.98,3.25,27,34,12
TJ Leaf,PF,2017-18,6.80%,8.5,9.5,6' 8.75'',6' 9.75'',8' 11'',222.2,6' 11'',11.55,3.27,3.27,29,34.5,6
Tyler Lydon,PF,2017-18,13.60%,8.75,8.75,6' 8.25'',6' 9.5'',8' 11.5'',215,7' 0'',11.68,2.81,3.46,29.5,33.5,1
Frank Mason III,PG,2017-18,4.30%,8,9.25,5' 11'',6' 0'',7' 10'',188.8,6' 3.25'',11.41,3.09,3.18,34,41,15
Kennedy Meeks,C,2017-18,11.50%,8.75,8.75,6' 8.75'',6' 10.25'',8' 10'',276.6,7' 1'',12.91,3.35,3.5,28,30.5,15
Donovan Mitchell,SG,2017-18,5.90%,8.5,9.5,6' 1.25'',6' 3'',8' 1'',211.4,6' 10'',11.53,3.07,3.01,36.5,40.5,10
Monte Morris,PG,2017-18,6.90%,8.25,8.75,6' 1.25'',6' 2.5'',8' 0.5'',175.2,6' 4'',11,3.2,3.19,28,33.5,8
Johnathan Motley,PF,2017-18,-%,9,9.5,6' 7.75'',6' 8.75'',9' 0'',238.2,7' 4'',-,-,-,-,-,-
Svi Mykhailiuk,SG-SF,2017-18,11.40%,8,9.25,6' 6.5'',6' 7.5'',8' 4'',219.6,6' 5'',12.4,3.25,3.53,27,33,8
Semi Ojeleye,SF-SG,2017-18,5.50%,8.75,9.5,6' 5.25'',6' 6.75'',8' 6'',241.4,6' 9.75'',10.58,3.07,3.16,35,40.5,19
Cameron Oliver,PF,2017-18,7.70%,9.5,10.25,6' 7'',6' 8.25'',8' 10.5'',238.6,7' 1.25'',12.17,3.31,3.16,28,39.5,5
Justin Patton,C,2017-18,7.80%,8.75,9.75,6' 10'',6' 11.25'',9' 3.5'',229,7' 3'',11.8,3.31,3.46,26,30.5,-
Alec Peters,PF,2017-18,8.80%,8.75,10,6' 7.25'',6' 8.75'',8' 9'',232,6' 10.75'',-,-,-,-,-,-
Ivan Rabb,PF,2017-18,6.80%,8.75,9,6' 8.75'',6' 10'',9' 1'',219.6,7' 1.5'',12.68,3.23,3.35,28.5,32.5,3
Davon Reed,SG-SF,2017-18,6.50%,9.25,9.5,6' 4.5'',6' 5.5'',8' 6'',206.2,7' 0'',11.37,3.21,3.34,28.5,36,12
Devin Robinson,SF,2017-18,3.20%,9.25,10.25,6' 7'',6' 8.25'',8' 10'',189.6,7' 0.75'',12.85,3.61,3.23,35.5,41.5,10
Kobi Simmons,PG,2017-18,5.00%,8.5,9.5,6' 3.25'',6' 4.5'',8' 3'',166.2,6' 6'',11.15,2.98,3.18,30.5,38.5,3
Edmond Sumner,PG,2017-18,8.30%,8.25,9,6' 4'',6' 5.75'',8' 6.5'',176.4,6' 9'',-,-,-,-,-,-
Caleb Swanigan,PF,2017-18,-%,9.5,10.25,6' 7.5'',6' 8.5'',9' 0'',245.6,7' 3'',-,-,-,-,-,-
Sindarius Thornwell,SG-SF,2017-18,7.80%,8.75,8.75,6' 3.5'',6' 4.75'',8' 7'',211.6,6' 10'',11.48,3.03,3.36,27,30.5,15
Melo Trimble,PG,2017-18,10.60%,8,8.75,6' 1.25'',6' 2.5'',7' 11.5'',195.2,6' 2'',10.75,2.92,3.27,24.5,32,6
Moritz Wagner,PF,2017-18,6.70%,8.75,10.75,6' 10'',6' 11.25'',9' 0'',231.2,7' 0'',12,2.98,3.35,25.5,32.5,-
Derrick Walton Jr.,PG,2017-18,5.80%,8,8.5,5' 11'',6' 0.75'',7' 11'',188.6,6' 2.5'',11.28,3.12,3.29,26,32.5,9
Thomas Welsh,PF-C,2017-18,10.90%,9,10.5,6' 11.5'',7' 0.5'',9' 1.5'',254,7' 0'',-,-,-,-,-,11
Derrick White,PG,2017-18,6.20%,8.25,8.5,6' 3.25'',6' 4.5'',8' 5.5'',189.8,6' 7.5'',10.84,2.92,3.08,31,36.5,10
Nigel Williams-Goss,PG,2017-18,5.60%,8.75,9.25,6' 1.5'',6' 3'',8' 3'',190.2,6' 7.25'',10.42,3.08,3.19,27.5,34.5,10
D.J. Wilson,PF,2017-18,6.40%,9.25,10.25,6' 8.75'',6' 10.5'',9' 1.5'',234.4,7' 3'',-,-,-,-,-,-
Omer Yurtseven,C,2017-18,7.60%,9,10.5,6' 10.5'',6' 11.75'',9' 0.5'',248.4,7' 1'',12.85,3.3,3.45,26,31.5,6
Rawle Alkins,SG,2018-19,8.90%,8.5,10,6' 2.75'',6' 4.25'',8' 3'',217.4,6' 8.75'',11.5,3.09,3.15,32.5,40.5,10
Grayson Allen,SG,2018-19,5.55%,8.25,10,6' 3'',6' 4.5'',8' 1'',198,6' 7.25'',10.31,3.04,3.15,32.5,40.5,-
Kostas Antetokounmpo,PF,2018-19,5.00%,9.25,9.5,6' 9'',6' 10.5'',9' 2'',194.8,7' 2.25'',12.48,3.48,3.21,29.5,35,-
Udoka Azubuike,C,2018-19,7.95%,9.5,10,6' 10'',7' 0.25'',9' 4.5'',273.8,7' 7'',12.97,3.65,3.12,31,31.5,11
Mohamed Bamba,C,2018-19,6.20%,9.75,10.25,6' 11.25'',7' 0.75'',9' 7.5'',225.6,7' 10'',-,-,-,-,-,-
Jaylen Barford,PG-SG,2018-19,11.65%,8,8.25,6' 1.25'',6' 2.25'',8' 0.5'',207.6,6' 3.5'',11.39,3.21,3.31,27,33,7
Keita Bates-Diop,SG-SF,2018-19,5.35%,9,8.5,6' 7.25'',6' 8.5'',8' 10.5'',223.8,7' 3.25'',11.2,3.28,3.17,30.5,35,11
Tyus Battle,SG,2018-19,4.00%,8.5,9.25,6' 5'',6' 6.75'',8' 6'',200.2,6' 9'',11.04,2.87,3.07,32,37.5,9
Brian Bowen,SG-SF,2018-19,7.60%,9,10,6' 6.25'',6' 7.5'',8' 7.5'',202,6' 10.25'',11.58,3.33,3.28,30.5,34,-
Miles Bridges,SF,2018-19,5.90%,9,9.75,6' 5.25'',6' 6.75'',8' 7.5'',220.4,6' 9.5'',-,-,-,-,-,-
Bruce Brown,SG-PG,2018-19,3.75%,8.5,8.5,6' 3.5'',6' 5'',8' 2.5'',194.6,6' 9'',11.11,3.44,3.2,32.5,38,17
Troy Brown,SF,2018-19,7.05%,9,9.75,6' 5.75'',6' 6.75'',8' 9'',208,6' 10.25'',11.51,3.29,3.33,26,33,5
Jalen Brunson,PG,2018-19,6.70%,8.25,9.25,6' 1'',6' 2.25'',8' 0'',198.4,6' 4'',10.59,3.11,3.15,29,37,7
Tony Carr,PG,2018-19,6.50%,8.5,9.75,6' 3'',6' 4.5'',8' 4'',198.8,6' 8.25'',11.89,3.4,3.17,25,31.5,-
Jevon Carter,PG,2018-19,4.15%,9.25,8.5,6' 0.25'',6' 1.5'',7' 11'',196.2,6' 4.25'',11.04,3.05,3.18,29,36.5,14
Wendell Carter,C-PF,2018-19,7.85%,8.5,9,6' 8.75'',6' 10'',9' 1'',251.4,7' 4.5'',-,-,-,-,-,-
Donte DiVincenzo,SG,2018-19,5.00%,8.25,9,6' 3.5'',6' 4.5'',8' 1.5'',200.6,6' 6'',10.72,3.12,3.11,34.5,42,12
Hamidou Diallo,SG,2018-19,4.45%,8.75,9,6' 4.25'',6' 6'',8' 7'',197,6' 11.5'',10.53,3.14,3.1,32.5,40.5,1
Trevon Duval,PG,2018-19,5.20%,8.75,10,6' 1.5'',6' 2.5'',8' 1.5'',191,6' 8.25'',10.93,3.09,3.18,34,41.5,6
Carsen Edwards,PG,2018-19,6.30%,8.5,9.25,5' 10.75'',6' 0'',7' 10.5'',195.6,6' 6.25'',11.59,3.15,3.2,28.5,34.5,12
Keenan Evans,PG,2018-19,6.50%,8.5,8,6' 1.5'',6' 3'',8' 2'',183.2,6' 5.25'',-,-,-,-,-,-
Jacob Evans,SG-SF,2018-19,6.50%,9,9.25,6' 4.25'',6' 5.5'',8' 6.5'',199.6,6' 9.25'',11.11,3.14,3.2,28,35.5,8
Bruno Fernando,C,2018-19,5.25%,9.5,10,6' 8.75'',6' 9.75'',9' 1'',233.2,7' 4.25'',12.19,3.03,3.23,29,35,11
Melvin Frazier,SF-SG,2018-19,7.90%,9.5,9.5,6' 4.5'',6' 6'',8' 9'',198.2,7' 1.75'',11.24,3.08,3.08,31,40.5,-
Shai Gilgeous-Alexander,PG,2018-19,3.00%,9,9,6' 4.5'',6' 6'',8' 8'',180,6' 11.5'',-,-,-,-,-,-
Devonte Graham,PG,2018-19,4.80%,8.5,9.5,6' 0.25'',6' 1.5'',8' 0'',186.4,6' 6.25'',11.28,3.15,3.21,31,37,14
Isaac Haas,C,2018-19,12.55%,10,10.5,7' 1.25'',7' 2.75'',9' 3.5'',303,7' 5'',-,-,-,-,-,-
Devon Hall,SG,2018-19,8.45%,8.5,10,6' 4.25'',6' 6'',8' 6'',206.4,6' 7.75'',10.95,3.16,3.27,25,31,6
Jaylen Hands,PG,2018-19,5.00%,8,8,6' 1.5'',6' 2.75'',8' 2'',179,6' 5.5'',12.11,3.16,3.13,31.5,39.5,6
Kevin Hervey,PF,2018-19,5.15%,9.25,10.25,6' 6.5'',6' 7.75'',8' 11'',211.6,7' 3.5'',11.28,3.15,3.36,27.5,32,4
